Geo Point;Geo Shape;Id_Strassentyp/Weg;Strassenname;Strassennetzhierarchie;Strassennetzhierarchien Beschreibung;Gemeinde;Kategorie;Weg
47.55704777892879, 7.575277439613294;"{""coordinates"": [[7.575254211567099, 47.557131822420615], [7.575262872862262, 47.557100145352194], [7.575300774871738, 47.556963764991956]], ""type"": ""LineString""}";572;Spalenring;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.55686449583607, 7.575328361926963;"{""coordinates"": [[7.575300774871738, 47.556963764991956], [7.575355948982188, 47.556765226680184]], ""type"": ""LineString""}";573;Spalenring;HVS;Hauptverkehrsstrassen;Basel;verkehrsorientierte Strasse;
47.580801912039, 7.669544818866763;"{""coordinates"": [[7.667988129055762, 47.58133677111105], [7.668006352559933, 47.58133365035764], [7.668029003653936, 47.581330826657364], [7.668142324698766, 47.581307255607264], [7.668327291924086, 47.58126238990736], [7.668374107116723, 47.581250066081765], [7.668419062426826, 47.581234903908644], [7.668461786291142, 47.581217048022836], [7.668584381587094, 47.58116808705897], [7.669126984955622, 47.58095065255868], [7.670032765760741, 47.58064502125103], [7.670270003965135, 47.580523107540294], [7.670588021001524, 47.580414423909986], [7.671004151215079, 47.58024017742219], [7.671023502638308, 47.5802245617176], [7.671033640150444, 47.580211401701966], [7.67104017109762, 47.580197223610156], [7.671044769086333, 47.580184803146764], [7.671047472217003, 47.58017068666273]], ""type"": ""LineString""}";574;Chrischonawegli;;;Riehen;;
47.57056169303596, 7.566527710223689;"{""coordinates"": [[7.566781820195523, 47.57038209756675], [7.566705787114901, 47.570435837345265], [7.566273598906485, 47.570741286601645]], ""type"": ""LineString""}";576;Wilhelm Klein-Strasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.56220471984726, 7.584992724830195;"{""coordinates"": [[7.585351379620465, 47.56244742752274], [7.585290955535845, 47.56240653717515], [7.584720665416533, 47.5620206133167], [7.584634070963095, 47.56196201080762]], ""type"": ""LineString""}";580;Predigergässlein;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.549671676425085, 7.572669973984529;"{""coordinates"": [[7.572114624576453, 47.55005777038566], [7.572226258395871, 47.54998016140369], [7.573150626375045, 47.54933751158529], [7.573225325436588, 47.54928558540477]], ""type"": ""LineString""}";581;Bättwilerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54485519040165, 7.560160318846043;"{""coordinates"": [[7.560260921278953, 47.54487362310999], [7.560242835226383, 47.544870188350586], [7.560059692517644, 47.54483688625246]], ""type"": ""LineString""}";600579;Dorenbach-Promenade;;;Basel;Wege;Waldweg
47.54507326523423, 7.5612883831308455;"{""coordinates"": [[7.562319707468438, 47.54524909849787], [7.562319654315153, 47.545249089560464], [7.562294424925006, 47.545247065720254], [7.562225495879936, 47.545240123606696], [7.562163604476095, 47.545232121731914], [7.562102227333964, 47.545222473420914], [7.561943203614477, 47.54520611102414], [7.561785285753789, 47.54518539425935], [7.561628752837958, 47.545160367805835], [7.561514492020145, 47.54513753608492], [7.561401011040401, 47.54511297662777], [7.561288376344754, 47.545086698360564], [7.56123849447418, 47.54507345799049], [7.56118898311247, 47.54505958764615], [7.56113985556476, 47.54504509630787], [7.560886294074464, 47.54498101180629], [7.560584501863459, 47.54492253530433], [7.560529738209292, 47.544911952890565], [7.560474274795104, 47.54490322389729], [7.560418231183215, 47.54489635719247], [7.5603653638064, 47.54489017966764], [7.560312905025114, 47.544882598665076], [7.56028822868109, 47.54487833436335], [7.560260921278953, 47.54487362310999]], ""type"": ""LineString""}";600545;Dorenbach-Promenade;;;Basel;Wege;Waldweg
47.54551586537016, 7.563710629259679;"{""coordinates"": [[7.564589567471071, 47.54570932765214], [7.564430039957697, 47.54568303110526], [7.564363066366407, 47.54567199599333], [7.563659844700894, 47.54550470312646], [7.563196339358438, 47.545390321477996], [7.563052158692694, 47.54535965366564], [7.562849922110069, 47.54532527910075], [7.562831690519412, 47.54532223163276]], ""type"": ""LineString""}";600544;Dorenbach-Promenade;;;Basel;Wege;Waldweg
47.57602347973181, 7.638275082678239;"{""coordinates"": [[7.638289862727316, 47.5760583547253], [7.638289849301763, 47.57605831877362], [7.638280578280222, 47.5760350860012], [7.638270337577392, 47.576011998789696], [7.638259140721013, 47.57598912007134]], ""type"": ""LineString""}";588;Gstaltenrainweg;;;Riehen;;
47.57594372971483, 7.638583486357319;"{""coordinates"": [[7.638289862727316, 47.5760583547253], [7.638427002790436, 47.576002844267116], [7.638679916184345, 47.575900457539234], [7.638882190355053, 47.575844016168254]], ""type"": ""LineString""}";592;Gstaltenrainweg;;;Riehen;;
47.54609333375755, 7.619055225519585;"{""coordinates"": [[7.619367959691313, 47.54606831702547], [7.619317073733337, 47.5460730278133], [7.618890053739328, 47.546112596894226], [7.618743032433764, 47.54609269638797]], ""type"": ""LineString""}";652;St.Albanteich-Promenade;;;Basel;Wege;Weg in Parkanlage/Promenade
47.55156808744316, 7.591655170669782;"{""coordinates"": [[7.591054533006082, 47.55175406224009], [7.591156069382865, 47.55174500759377], [7.591218593203842, 47.551737667789276], [7.591280031125127, 47.551726893760716], [7.591339958281163, 47.55171277600396], [7.591398002895253, 47.551695386958635], [7.591453740233409, 47.55167486209081], [7.592139369630439, 47.55135673334921], [7.592235130766776, 47.55131230394142]], ""type"": ""LineString""}";653;Kirschgartenstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.54532953641123, 7.562829960740849;"{""coordinates"": [[7.562828230962288, 47.5453368411897], [7.562831690519412, 47.54532223163276]], ""type"": ""LineString""}";656;Grimselweglein;;;Basel;;
47.53523121407076, 7.597759471006875;"{""coordinates"": [[7.597457000508402, 47.5350743017399], [7.597487271159467, 47.5350712205515], [7.597848549906403, 47.53528265725484], [7.598057731271277, 47.53540640466644]], ""type"": ""LineString""}";661;Spiegelbergstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.58669508816711, 7.653541637288311;"{""coordinates"": [[7.653365125177558, 47.58673673958795], [7.653397384755831, 47.586725869701546], [7.653538531333744, 47.58669506674924], [7.653682711633591, 47.586664995499106], [7.653719469915152, 47.58665880290443]], ""type"": ""LineString""}";663;Oberdorfstrasse;;;Riehen;;
47.58593803992811, 7.6568547134071085;"{""coordinates"": [[7.656584674622534, 47.586026138670775], [7.656584727722146, 47.58602612058406], [7.656610057594643, 47.58601782596661], [7.657059037568654, 47.58587080135783], [7.657081321090974, 47.5858652554189], [7.657103644857216, 47.585859799336674], [7.65712603549088, 47.585854442054874]], ""type"": ""LineString""}";669;Oberdorfstrasse;;;Riehen;;
47.58872704933142, 7.640619091232893;"{""coordinates"": [[7.638935668743286, 47.587844206898446], [7.639026137728535, 47.58789132183524], [7.639850631777518, 47.58831262822462], [7.640080524066906, 47.588428608469904], [7.64026132272728, 47.58851653216891], [7.640434964777554, 47.588599620414016], [7.640585369100099, 47.58867913325915], [7.640912995505927, 47.58885625194958], [7.641020738268131, 47.58891069210696], [7.641096712733496, 47.5889523085119], [7.641186925496789, 47.589004458633994], [7.641469855574625, 47.58917319945759], [7.641631034487325, 47.58927446576885], [7.641824473364405, 47.58939862733225], [7.641912236707532, 47.58945650111342], [7.642152260722981, 47.58961563799317], [7.642254176390007, 47.58969259825875]], ""type"": ""LineString""}";672;Mühlemattweg;;;Riehen;;
47.569346928676175, 7.6303190866082335;"{""coordinates"": [[7.629600998776787, 47.56984774022669], [7.62962028542851, 47.56983396621512], [7.630780698785132, 47.56900475311642], [7.630795230003418, 47.56899541165501], [7.630810973857919, 47.568986994541575], [7.630827771204555, 47.56897959197549], [7.630845502637004, 47.56897325811566], [7.630864008882092, 47.568968047186814], [7.630883143923483, 47.568964004398275], [7.63090274839116, 47.56896115699401], [7.630922649593778, 47.56895952324645], [7.630942688193988, 47.56895913939349], [7.630962691370868, 47.56895998773307], [7.630982499657375, 47.56896206852876], [7.631001953521549, 47.5689653640568], [7.631020866820777, 47.568969847643864], [7.631042050050058, 47.568973634961175], [7.631057984713217, 47.56898128025521], [7.631072926597631, 47.56899000643255]], ""type"": ""LineString""}";675;Gotenstrasse;;;Riehen;;
47.569135241967786, 7.631347665946961;"{""coordinates"": [[7.631072926597631, 47.56899000643255], [7.631095108601851, 47.56900173353033], [7.631600184491684, 47.56926872998162], [7.631622353407302, 47.569280448005586], [7.631622406661412, 47.569280474898434]], ""type"": ""LineString""}";676;Gotenstrasse;;;Riehen;;
47.56946609749266, 7.6319730589132435;"{""coordinates"": [[7.631622406661412, 47.569280474898434], [7.631637212608992, 47.56928831085102], [7.632323710413466, 47.56965172150686]], ""type"": ""LineString""}";677;Gotenstrasse;;;Riehen;;
47.56987602530394, 7.632747096254416;"{""coordinates"": [[7.632323710413466, 47.56965172150686], [7.633015462950152, 47.57001768249345], [7.63316929144706, 47.57010253294541]], ""type"": ""LineString""}";678;Gotenstrasse;;;Riehen;;
47.56019337781083, 7.566094373213584;"{""coordinates"": [[7.566665068109175, 47.560187253260736], [7.566548696455681, 47.56020181579502], [7.565622470256127, 47.56018652174216], [7.565522929289532, 47.56018279868902]], ""type"": ""LineString""}";680;Obwaldnerstrasse;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.539193702001604, 7.595114284927103;"{""coordinates"": [[7.595283280270002, 47.53945773757701], [7.595243678766844, 47.53939587756918], [7.595217273318488, 47.53935461357828], [7.595048274234835, 47.53909056705676], [7.594945295804814, 47.538929662444296]], ""type"": ""LineString""}";682;Tannenfluhweg;ES;Erschliessungsstrassen;Basel;siedlungsorientierte Strasse;
47.551006831149266, 7.587963169181931;"{""coordinates"": [[7.587859951056264, 47.55119713029816], [7.587913108815577, 47.551099399076584], [7.58806623298658, 47.55081644827465]], ""type"": ""LineString""}";683;Bollwerk-Promenade;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.56608818271085, 7.601949407203285;"{""coordinates"": [[7.602020172196568, 47.56601806917414], [7.601906966936918, 47.56613046931647], [7.601878054909603, 47.566157688806335]], ""type"": ""LineString""}";684;Mattenstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.5666282584457, 7.601424170933407;"{""coordinates"": [[7.601878054909603, 47.566157688806335], [7.601772993482412, 47.56625659583623], [7.601043713944346, 47.56703044362472], [7.600986358577202, 47.56711289687753]], ""type"": ""LineString""}";685;Mattenstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.56562674902592, 7.602400047723352;"{""coordinates"": [[7.602775068047435, 47.565230697260375], [7.602215448508768, 47.56582418765397], [7.602020172196568, 47.56601806917414]], ""type"": ""LineString""}";691;Mattenstrasse;QSS;Quartiersammelstrassen;Basel;siedlungsorientierte Strasse;
47.55348394741884, 7.608821503802797;"{""coordinates"": [[7.609105918717882, 47.553794262686836], [7.609179947731904, 47.55369550187964], [7.609208574606599, 47.55364886334465], [7.60919974644259, 47.553630124308576], [7.609179275834085, 47.55361827354524], [7.609069373796976, 47.55360381059624], [7.608895109529577, 47.553578352361654], [7.608539759497684, 47.55343352333787], [7.608527038708202, 47.553423028202396], [7.608564751305598, 47.55340503964709], [7.608607022363667, 47.553408431562204], [7.608635211619693, 47.553370274908936], [7.608589494337854, 47.55307313417872]], ""type"": ""LineString""}";692;Sägebergweglein;;;Basel;Wege;Gasse/Treppe/sonst. Weg
47.5238669951259, 7.593155383280661;"{""coordinates"": [[7.592298756338691, 47.524708791852085], [7.592312238460841, 47.524692036533835], [7.592322108545215, 47.524679755917056], [7.592341147200486, 47.524614426544346], [7.592391012555828, 47.524362866054005], [7.592399569423193, 47.5243464499974], [7.592415056795556, 47.52433444975763], [7.592433278137086, 47.52432661904629], [7.592755058535132, 47.524217179371504], [7.5927780634912, 47.524206014554984], [7.592793306138146, 47.52419667676393], [7.592807191844622, 47.52418644138322], [7.592820991209228, 47.52417389469867], [7.592835336920772, 47.5241574259755], [7.592846333079375, 47.52413973852359], [7.592867900807411, 47.524081474859244], [7.592880320169503, 47.52406005307579], [7.592895249842552, 47.52403431092331], [7.592900392304267, 47.52402187462663], [7.592904339683611, 47.5240094129312], [7.592907157928976, 47.52399677285446], [7.592908834152843, 47.523984089321175], [7.592909045803292, 47.52396541783107], [7.592905708477483, 47.52394083309574], [7.592851342619122, 47.523657967898615], [7.592852508284856, 47.52363860261753], [7.592860408133409, 47.52362005585224], [7.592875218298756, 47.52360355053033], [7.59289817222577, 47.5235886083419], [7.592921754935461, 47.52357990704099], [7.59294939889109, 47.52357520261305], [7.592978355771415, 47.52357455266053], [7.593275746428046, 47.523596031182244], [7.593360329995573, 47.52359751974358], [7.593445050242146, 47.52359577027891], [7.593501506760084, 47.52359102741561], [7.593558313233788, 47.5235879209382], [7.593613756141527, 47.52358621029268], [7.59367022482047, 47.523585667454284], [7.593797321879751, 47.52359109235861], [7.59382038727498, 47.52359176314537], [7.593842082351197, 47.523591500394325], [7.593865501489701, 47.52359053382169], [7.593887882954967, 47.52358887610191], [7.593910951435229, 47.5235860392687], [7.59393297034786, 47.52358298797834], [7.593955013277479, 47.523579064249205], [7.593974188379268, 47.523575198304194], [7.593997811164779, 47.523571209502684], [7.594170784759853, 47.52353624440487], [7.594255000788818, 47.52351185752345], [7.594339650307317, 47.523481336201435], [7.594376709315378, 47.523467975762685]], ""type"": ""LineString""}";695;Hölleweglein;;;Basel;Wege;Waldweg
47.52490249326913, 7.591950521158703;"{""coordinates"": [[7.592298756338691, 47.524708791852085], [7.592285432974865, 47.524725349094844], [7.592243443208423, 47.52477454680354], [7.592143756207069, 47.524845459725434], [7.59187954424806, 47.52491775834346], [7.591830277968437, 47.524925413950925], [7.59176102091013, 47.524958341517674], [7.591743753100069, 47.52497004721079], [7.591727695774584, 47.52498251578615], [7.591712941751339, 47.52499570215323], [7.591646297390565, 47.52506006866489], [7.591623299756356, 47.525087916807074], [7.591608373765099, 47.52510598703863]], ""type"": ""LineString""}";696;Hölleweglein;;;Basel;Wege;Waldweg
47.58085644011686, 7.649020190846646;"{""coordinates"": [[7.648977939081895, 47.580951555024946], [7.648985960206877, 47.580929497042945], [7.649057978527855, 47.580775062458706], [7.649064866975918, 47.580762395910185]], ""type"": ""LineString""}";700;Bettingerstrasse;HVS;Hauptverkehrsstrassen;Riehen;verkehrsorientierte Strasse;
47.57411906223046, 7.6521789685613655;"{""coordinates"": [[7.65206846840126, 47.574285648333834], [7.652289468721473, 47.57395247612708]], ""type"": ""LineString""}";709;Bettingerstrasse;HVS;Hauptverkehrsstrassen;Riehen;verkehrsorientierte Strasse;
47.572649866604486, 7.654697616975858;"{""coordinates"": [[7.6541459932365, 47.572593261921355], [7.654174144338382, 47.57259395625924], [7.654307124263442, 47.57259719942751], [7.654467539489457, 47.57260815312303], [7.654626587551801, 47.572626070257655], [7.654671260628386, 47.57263391977244], [7.655244956823648, 47.5727429991071]], ""type"": ""LineString""}";714;Bettingerstrasse;HVS;Hauptverkehrsstrassen;Riehen;verkehrsorientierte Strasse;
47.57198891983251, 7.659001913264526;"{""coordinates"": [[7.658847249523349, 47.572039927130085], [7.658951678643872, 47.57200708229863], [7.659054436777478, 47.57197191116885], [7.659130670063919, 47.571943616437], [7.659155391165172, 47.571934449971465]], ""type"": ""LineString""}";720;Bettingerstrasse;HVS;Hauptverkehrsstrassen;Riehen;verkehrsorientierte Strasse;
